Date,Store,Region,Product,Category,Units Sold,Revenue,Cost
2023-01-18,Store A,North,Chicken,Meat,15,78.0,52.5
2023-01-18,Store A,North,Beef,Meat,25,245.5,169.5
2023-01-18,Store B,East,Milk,Dairy,22,161.26,84.03999999999999
2023-01-18,Store B,East,Bread,Bakery,15,148.95,77.69999999999999
2023-01-18,Store B,North,Eggs,Dairy,18,59.94,36.54
2023-01-18,Store B,East,Butter,Dairy,24,89.03999999999999,68.64
2023-01-18,Store B,South,Apples,Produce,18,61.74,37.98
2023-01-18,Store B,South,Bananas,Produce,13,24.18,17.42
2023-01-18,Store B,East,Chicken,Meat,32,240.64,190.4
2023-01-18,Store B,East,Beef,Meat,23,196.65,115.0
2023-01-18,Store C,North,Milk,Dairy,19,47.88,24.89
2023-01-18,Store C,East,Bread,Bakery,16,87.68,51.84
2023-01-18,Store C,East,Eggs,Dairy,12,92.52,62.88
2023-01-18,Store C,East,Butter,Dairy,22,199.76,110.88
2023-01-18,Store C,East,Apples,Produce,20,78.4,49.2
2023-01-18,Store C,North,Bananas,Produce,20,171.4,116.4
2023-01-18,Store C,South,Chicken,Meat,23,40.94,31.05
2023-01-18,Store C,South,Beef,Meat,26,153.4,96.46
2023-01-19,Store A,North,Milk,Dairy,19,125.78,96.52
2023-01-19,Store A,South,Bread,Bakery,19,131.86,92.72
2023-01-19,Store A,East,Eggs,Dairy,17,93.83999999999999,74.63
2023-01-19,Store A,South,Butter,Dairy,19,28.88,14.82
2023-01-19,Store A,North,Apples,Produce,9,34.65,27.45
2023-01-19,Store A,North,Bananas,Produce,20,109.80000000000001,69.6
2023-01-19,Store A,East,Chicken,Meat,20,31.400000000000002,17.8
2023-01-19,Store A,South,Beef,Meat,25,135.75,85.75
2023-01-19,Store B,North,Milk,Dairy,19,73.34,54.72
2023-01-19,Store B,North,Bread,Bakery,22,97.46,63.580000000000005
2023-01-19,Store B,North,Eggs,Dairy,28,134.67999999999998,96.88
2023-01-19,Store B,East,Butter,Dairy,23,94.99,71.07
2023-01-19,Store B,South,Apples,Produce,30,264.9,132.6
2023-01-19,Store B,South,Bananas,Produce,17,112.71,79.56
2023-01-19,Store B,East,Chicken,Meat,22,156.85999999999999,82.72
2023-01-19,Store B,East,Beef,Meat,19,39.9,20.900000000000002
2023-01-19,Store C,East,Milk,Dairy,23,160.77,111.55
2023-01-19,Store C,North,Bread,Bakery,21,145.11,112.35
2023-01-19,Store C,North,Eggs,Dairy,15,103.8,75.0
2023-01-19,Store C,South,Butter,Dairy,11,29.81,14.96
2023-01-19,Store C,North,Apples,Produce,20,44.400000000000006,27.599999999999998
2023-01-19,Store C,North,Bananas,Produce,14,61.879999999999995,44.52
2023-01-19,Store C,North,Chicken,Meat,11,96.14,59.73
2023-01-19,Store C,South,Beef,Meat,17,139.57000000000002,88.4
2023-01-20,Store A,East,Milk,Dairy,18,115.56,84.06
2023-01-20,Store A,North,Bread,Bakery,17,79.05000000000001,53.72
2023-01-20,Store A,North,Eggs,Dairy,20,58.2,40.4
2023-01-20,Store A,South,Butter,Dairy,26,73.06,37.18
2023-01-20,Store A,North,Apples,Produce,22,46.419999999999995,28.82
2023-01-20,Store A,East,Bananas,Produce,20,128.6,85.8
2023-01-20,Store A,East,Chicken,Meat,23,129.49,65.78
2023-01-20,Store A,East,Beef,Meat,20,46.8,26.400000000000002
2023-01-20,Store B,East,Milk,Dairy,18,30.599999999999998,22.32
2023-01-20,Store B,North,Bread,Bakery,20,172.0,105.19999999999999
2023-01-20,Store B,North,Eggs,Dairy,20,199.20000000000002,132.20000000000002
2023-01-20,Store B,North,Butter,Dairy,18,79.02,52.38
2023-01-20,Store B,East,Apples,Produce,20,58.6,33.6
2023-01-20,Store B,North,Bananas,Produce,19,70.3,39.33
2023-01-20,Store B,East,Chicken,Meat,20,70.0,52.400000000000006
2023-01-20,Store B,South,Beef,Meat,15,150.0,81.75
2023-01-20,Store C,South,Milk,Dairy,20,199.0,152.0
2023-01-20,Store C,North,Bread,Bakery,21,67.41,41.79
2023-01-20,Store C,North,Eggs,Dairy,20,68.8,54.2
2023-01-20,Store C,South,Butter,Dairy,21,113.4,57.959999999999994
2023-01-20,Store C,South,Apples,Produce,24,198.0,115.44
2023-01-20,Store C,South,Bananas,Produce,30,69.0,50.099999999999994
2023-01-20,Store C,East,Chicken,Meat,21,82.53,46.2
2023-01-20,Store C,East,Beef,Meat,18,102.24,68.75999999999999
2023-01-21,Store A,East,Milk,Dairy,27,142.29,96.92999999999999
2023-01-21,Store A,North,Bread,Bakery,16,140.16,88.48
2023-01-21,Store A,North,Eggs,Dairy,17,70.55000000000001,40.63
2023-01-21,Store A,South,Butter,Dairy,20,187.39999999999998,94.80000000000001
2023-01-21,Store A,South,Apples,Produce,23,169.97,91.77000000000001
2023-01-21,Store A,South,Bananas,Produce,22,95.26,68.64
2023-01-21,Store A,North,Chicken,Meat,31,309.38,217.61999999999998
2023-01-21,Store A,North,Beef,Meat,13,24.439999999999998,14.689999999999998
2023-01-21,Store B,North,Milk,Dairy,23,181.70000000000002,132.70999999999998
2023-01-21,Store B,South,Bread,Bakery,21,118.44,61.95
2023-01-21,Store B,North,Eggs,Dairy,21,134.4,95.34
2023-01-21,Store B,East,Butter,Dairy,30,121.5,63.6
2023-01-21,Store B,South,Apples,Produce,25,139.25,75.75
2023-01-21,Store B,East,Bananas,Produce,19,66.12,38.56999999999999
2023-01-21,Store B,North,Chicken,Meat,28,257.59999999999997,153.72
2023-01-21,Store B,East,Beef,Meat,25,84.0,42.75
2023-01-21,Store C,East,Milk,Dairy,18,45.72,35.1
2023-01-21,Store C,South,Bread,Bakery,26,220.48000000000002,146.9
2023-01-21,Store C,South,Eggs,Dairy,16,135.84,100.64
2023-01-21,Store C,East,Butter,Dairy,21,195.08999999999997,139.65
2023-01-21,Store C,North,Apples,Produce,15,127.5,91.35
2023-01-21,Store C,South,Bananas,Produce,23,34.5,22.54
2023-01-21,Store C,North,Chicken,Meat,23,209.52999999999997,141.45000000000002
2023-01-21,Store C,North,Beef,Meat,18,39.6,30.78
2023-01-22,Store A,South,Milk,Dairy,18,155.88,92.52
2023-01-22,Store A,East,Bread,Bakery,27,249.21,152.82
2023-01-22,Store A,East,Eggs,Dairy,13,74.10000000000001,45.629999999999995
2023-01-22,Store A,East,Butter,Dairy,25,67.0,38.5
2023-01-22,Store A,North,Apples,Produce,23,55.199999999999996,40.48
2023-01-22,Store A,North,Bananas,Produce,10,96.30000000000001,62.599999999999994
2023-01-22,Store A,North,Chicken,Meat,20,137.79999999999998,100.8
2023-01-22,Store A,North,Beef,Meat,19,165.87,93.48
2023-01-22,Store B,East,Milk,Dairy,26,182.26,134.68
2023-01-22,Store B,South,Bread,Bakery,21,55.86,38.85
2023-01-22,Store B,North,Eggs,Dairy,20,44.6,22.799999999999997
2023-01-22,Store B,North,Butter,Dairy,11,64.67999999999999,37.510000000000005
2023-01-22,Store B,North,Apples,Produce,23,212.52,159.62
2023-01-22,Store B,North,Bananas,Produce,14,79.66000000000001,49.56
2023-01-22,Store B,South,Chicken,Meat,27,206.82,157.95
2023-01-22,Store B,East,Beef,Meat,20,83.0,60.8
2023-01-22,Store C,South,Milk,Dairy,16,140.64,94.56
2023-01-22,Store C,North,Bread,Bakery,14,23.099999999999998,13.58
2023-01-22,Store C,East,Eggs,Dairy,23,160.08,107.41
2023-01-22,Store C,East,Butter,Dairy,22,197.34,138.6
2023-01-22,Store C,East,Apples,Produce,25,99.25,55.75
2023-01-22,Store C,North,Bananas,Produce,17,58.48,33.49
2023-01-22,Store C,North,Chicken,Meat,23,45.77,36.11
2023-01-22,Store C,South,Beef,Meat,16,112.48,77.92
2023-01-23,Store A,South,Milk,Dairy,18,56.88,30.78
2023-01-23,Store A,East,Bread,Bakery,25,96.25,76.5
2023-01-23,Store A,South,Eggs,Dairy,15,125.70000000000002,98.55000000000001
2023-01-23,Store A,South,Butter,Dairy,17,154.19,109.82
2023-01-23,Store A,South,Apples,Produce,20,37.599999999999994,23.4
2023-01-23,Store A,North,Bananas,Produce,20,115.19999999999999,81.0
2023-01-23,Store A,East,Chicken,Meat,24,72.72,46.32
2023-01-23,Store A,North,Beef,Meat,15,49.199999999999996,25.349999999999998
2023-01-23,Store B,East,Milk,Dairy,20,142.0,75.6
2023-01-23,Store B,East,Bread,Bakery,20,192.0,126.0
2023-01-23,Store B,South,Eggs,Dairy,19,57.0,32.11
2023-01-23,Store B,East,Butter,Dairy,24,133.2,95.28
2023-01-23,Store B,South,Apples,Produce,16,130.24,102.56
2023-01-23,Store B,North,Bananas,Produce,24,38.400000000000006,19.200000000000003
2023-01-23,Store B,South,Chicken,Meat,18,150.12,77.22
2023-01-23,Store B,North,Beef,Meat,17,130.9,69.19
2023-01-23,Store C,North,Milk,Dairy,16,145.6,72.8
2023-01-23,Store C,East,Bread,Bakery,30,175.8,113.39999999999999
2023-01-23,Store C,East,Eggs,Dairy,18,167.58,131.57999999999998
2023-01-23,Store C,North,Butter,Dairy,17,168.98,104.04
2023-01-23,Store C,North,Apples,Produce,18,63.72,35.46
2023-01-23,Store C,North,Bananas,Produce,35,302.40000000000003,219.45
2023-01-23,Store C,North,Chicken,Meat,8,70.96,41.52
2023-01-23,Store C,South,Beef,Meat,19,119.51,75.05
2023-01-24,Store A,South,Milk,Dairy,25,129.0,99.5
2023-01-24,Store A,East,Bread,Bakery,27,219.51000000000002,141.21
2023-01-24,Store A,East,Eggs,Dairy,21,77.07,45.36
2023-01-24,Store A,East,Butter,Dairy,18,161.64000000000001,103.14000000000001
2023-01-24,Store A,East,Apples,Produce,18,144.9,100.98
2023-01-24,Store A,North,Bananas,Produce,20,37.8,22.200000000000003
2023-01-24,Store A,North,Chicken,Meat,8,64.08,32.08
2023-01-24,Store A,East,Beef,Meat,11,84.15,47.19
2023-01-24,Store B,East,Milk,Dairy,17,58.82,29.41
2023-01-24,Store B,North,Bread,Bakery,15,115.8,80.1
2023-01-24,Store B,North,Eggs,Dairy,25,101.75,60.75000000000001
2023-01-24,Store B,East,Butter,Dairy,16,41.12,24.64
2023-01-24,Store B,East,Apples,Produce,24,156.48,109.19999999999999
2023-01-24,Store B,South,Bananas,Produce,19,31.919999999999998,18.62
2023-01-24,Store B,North,Chicken,Meat,9,59.49,35.01
2023-01-24,Store B,East,Beef,Meat,14,113.96000000000001,81.2
2023-01-24,Store C,East,Milk,Dairy,18,153.54,108.89999999999999
2023-01-24,Store C,South,Bread,Bakery,19,140.6,101.08000000000001
2023-01-24,Store C,South,Eggs,Dairy,18,34.92,18.900000000000002
2023-01-24,Store C,East,Butter,Dairy,23,219.65,142.6
2023-01-24,Store C,North,Apples,Produce,20,95.8,74.0
2023-01-24,Store C,East,Bananas,Produce,33,115.5,82.17
2023-01-24,Store C,North,Chicken,Meat,23,140.29999999999998,88.32
2023-01-24,Store C,East,Beef,Meat,15,93.0,57.599999999999994
2023-01-25,Store A,North,Milk,Dairy,22,92.18,68.64
2023-01-25,Store A,East,Bread,Bakery,24,163.44,109.68
2023-01-25,Store A,North,Eggs,Dairy,27,195.21,100.71
2023-01-25,Store A,South,Butter,Dairy,15,141.75,89.25
2023-01-25,Store A,North,Apples,Produce,21,94.91999999999999,49.77
2023-01-25,Store A,North,Bananas,Produce,22,43.56,26.619999999999997
2023-01-25,Store A,East,Chicken,Meat,22,151.14000000000001,84.7
2023-01-25,Store A,East,Beef,Meat,24,238.07999999999998,142.32
2023-01-25,Store B,North,Milk,Dairy,11,33.22,26.290000000000003
2023-01-25,Store B,East,Bread,Bakery,15,48.6,31.95
2023-01-25,Store B,South,Eggs,Dairy,17,95.37,55.419999999999995
2023-01-25,Store B,East,Butter,Dairy,23,150.88,83.26
2023-01-25,Store B,East,Apples,Produce,30,68.39999999999999,46.5
2023-01-25,Store B,East,Bananas,Produce,22,35.86,28.380000000000003
2023-01-25,Store B,East,Chicken,Meat,21,151.41,102.27
2023-01-25,Store B,South,Beef,Meat,17,150.62,118.15
2023-01-25,Store C,North,Milk,Dairy,19,62.89,49.209999999999994
2023-01-25,Store C,North,Bread,Bakery,16,119.36,84.0
2023-01-25,Store C,North,Eggs,Dairy,16,154.24,95.52
2023-01-25,Store C,South,Butter,Dairy,22,73.03999999999999,51.04
2023-01-25,Store C,East,Apples,Produce,13,120.50999999999999,75.92
2023-01-25,Store C,North,Bananas,Produce,25,130.75,104.5
2023-01-25,Store C,East,Chicken,Meat,21,156.66,87.99000000000001
2023-01-25,Store C,East,Beef,Meat,16,124.48,62.72
2023-01-26,Store A,East,Milk,Dairy,18,38.88,30.06
2023-01-26,Store A,South,Bread,Bakery,19,126.54,88.73
2023-01-26,Store A,East,Eggs,Dairy,18,162.35999999999999,99.89999999999999
2023-01-26,Store A,East,Butter,Dairy,17,82.96,54.23
2023-01-26,Store A,North,Apples,Produce,23,47.84,29.21
2023-01-26,Store A,North,Bananas,Produce,16,69.44,52.8
2023-01-26,Store A,North,Chicken,Meat,27,221.13,140.67
2023-01-26,Store A,South,Beef,Meat,26,223.34,145.08
2023-01-26,Store B,East,Milk,Dairy,17,28.73,17.0
2023-01-26,Store B,East,Bread,Bakery,11,103.18,54.89
2023-01-26,Store B,North,Eggs,Dairy,23,114.30999999999999,88.78
2023-01-26,Store B,East,Butter,Dairy,15,46.2,32.25
2023-01-26,Store B,East,Apples,Produce,19,29.830000000000002,23.18
2023-01-26,Store B,North,Bananas,Produce,20,90.60000000000001,55.0
2023-01-26,Store B,South,Chicken,Meat,25,209.50000000000003,154.25
2023-01-26,Store B,North,Beef,Meat,18,171.0,130.5
2023-01-26,Store C,North,Milk,Dairy,27,230.85000000000002,139.59
2023-01-26,Store C,North,Bread,Bakery,23,153.87,84.41
2023-01-26,Store C,North,Eggs,Dairy,19,90.63,58.709999999999994
2023-01-26,Store C,South,Butter,Dairy,15,114.15,82.2
2023-01-26,Store C,South,Apples,Produce,17,75.31,47.09
2023-01-26,Store C,South,Bananas,Produce,26,179.14,120.9
2023-01-26,Store C,South,Chicken,Meat,20,71.8,37.2
2023-01-26,Store C,East,Beef,Meat,17,133.79,89.93
2023-01-27,Store A,South,Milk,Dairy,21,108.15,71.61
2023-01-27,Store A,North,Bread,Bakery,19,61.37,36.67
2023-01-27,Store A,North,Eggs,Dairy,26,156.78,83.72
2023-01-27,Store A,North,Butter,Dairy,20,104.60000000000001,83.0
2023-01-27,Store A,North,Apples,Produce,16,145.76,81.76
2023-01-27,Store A,North,Bananas,Produce,21,151.62,94.29
2023-01-27,Store A,North,Chicken,Meat,22,80.3,40.480000000000004
2023-01-27,Store A,East,Beef,Meat,20,169.60000000000002,127.8
2023-01-27,Store B,East,Milk,Dairy,14,84.28,55.02
2023-01-27,Store B,East,Bread,Bakery,19,91.2,67.64
2023-01-27,Store B,East,Eggs,Dairy,17,31.62,20.4
2023-01-27,Store B,North,Butter,Dairy,12,99.96000000000001,63.0
2023-01-27,Store B,East,Apples,Produce,21,70.77,42.84
2023-01-27,Store B,East,Bananas,Produce,23,106.72,54.739999999999995
2023-01-27,Store B,North,Chicken,Meat,23,77.05,53.81999999999999
2023-01-27,Store B,North,Beef,Meat,18,41.58,22.14
2023-01-27,Store C,South,Milk,Dairy,21,129.36,84.84
2023-01-27,Store C,North,Bread,Bakery,24,64.56,45.36
2023-01-27,Store C,South,Eggs,Dairy,18,80.10000000000001,49.5
2023-01-27,Store C,South,Butter,Dairy,27,177.66,123.66
2023-01-27,Store C,North,Apples,Produce,21,59.43,38.22
2023-01-27,Store C,North,Bananas,Produce,23,149.5,83.03
2023-01-27,Store C,East,Chicken,Meat,16,147.52,96.16
2023-01-27,Store C,East,Beef,Meat,21,55.440000000000005,35.07
2023-01-28,Store A,East,Milk,Dairy,22,83.82000000000001,59.400000000000006
2023-01-28,Store A,North,Bread,Bakery,22,75.02000000000001,49.5
2023-01-28,Store A,East,Eggs,Dairy,23,150.88,87.39999999999999
2023-01-28,Store A,North,Butter,Dairy,24,188.64000000000001,102.96000000000001
2023-01-28,Store A,East,Apples,Produce,19,95.57000000000001,73.34
2023-01-28,Store A,South,Bananas,Produce,21,150.57,89.88000000000001
2023-01-28,Store A,South,Chicken,Meat,26,238.16,190.32
2023-01-28,Store A,South,Beef,Meat,13,109.33,77.87
2023-01-28,Store B,North,Milk,Dairy,18,150.48,113.94
2023-01-28,Store B,East,Bread,Bakery,19,77.52,46.17
2023-01-28,Store B,East,Eggs,Dairy,24,99.84,69.6
2023-01-28,Store B,East,Butter,Dairy,27,111.50999999999999,60.21
2023-01-28,Store B,North,Apples,Produce,19,91.58000000000001,47.69
2023-01-28,Store B,East,Bananas,Produce,24,180.24,111.12
2023-01-28,Store B,East,Chicken,Meat,26,121.16,82.94
2023-01-28,Store B,East,Beef,Meat,24,156.96,80.88
2023-01-28,Store C,East,Milk,Dairy,25,221.0,117.75
2023-01-28,Store C,North,Bread,Bakery,15,110.55,78.45
2023-01-28,Store C,North,Eggs,Dairy,12,94.32000000000001,70.08
2023-01-28,Store C,North,Butter,Dairy,15,80.55,56.4
2023-01-28,Store C,East,Apples,Produce,30,219.9,111.60000000000001
2023-01-28,Store C,North,Bananas,Produce,20,98.4,53.8
2023-01-28,Store C,East,Chicken,Meat,25,54.25,39.25
2023-01-28,Store C,East,Beef,Meat,10,51.0,26.8
2023-01-29,Store A,East,Milk,Dairy,26,85.8,65.0
2023-01-29,Store A,North,Bread,Bakery,22,182.60000000000002,139.7
2023-01-29,Store A,East,Eggs,Dairy,27,263.78999999999996,168.75
2023-01-29,Store A,North,Butter,Dairy,24,106.80000000000001,67.44
2023-01-29,Store A,South,Apples,Produce,17,139.57000000000002,87.21
2023-01-29,Store A,East,Bananas,Produce,16,60.48,32.0
2023-01-29,Store A,North,Chicken,Meat,19,157.51,94.24
2023-01-29,Store A,North,Beef,Meat,16,58.88,35.68
2023-01-29,Store B,South,Milk,Dairy,24,237.36,138.0
2023-01-29,Store B,North,Bread,Bakery,20,125.8,93.2
2023-01-29,Store B,South,Eggs,Dairy,20,81.6,48.4
2023-01-29,Store B,East,Butter,Dairy,26,256.62,158.86
2023-01-29,Store B,South,Apples,Produce,11,59.400000000000006,42.57
2023-01-29,Store B,East,Bananas,Produce,22,194.26,115.5
2023-01-29,Store B,South,Chicken,Meat,14,112.0,87.64
2023-01-29,Store B,South,Beef,Meat,15,117.0,75.75
2023-01-29,Store C,East,Milk,Dairy,25,220.25,137.0
2023-01-29,Store C,North,Bread,Bakery,23,135.01,104.19000000000001
2023-01-29,Store C,South,Eggs,Dairy,30,189.9,128.1
2023-01-29,Store C,North,Butter,Dairy,26,253.5,197.6
2023-01-29,Store C,South,Apples,Produce,22,139.7,77.66
2023-01-29,Store C,North,Bananas,Produce,25,124.0,95.5
2023-01-29,Store C,East,Chicken,Meat,21,97.65,71.82
2023-01-29,Store C,North,Beef,Meat,18,114.66,68.94
2023-01-30,Store A,North,Milk,Dairy,20,130.2,94.39999999999999
2023-01-30,Store A,East,Bread,Bakery,22,61.38,39.160000000000004
2023-01-30,Store A,East,Eggs,Dairy,16,56.32,44.16
2023-01-30,Store A,East,Butter,Dairy,17,59.84,46.24
2023-01-30,Store A,South,Apples,Produce,23,183.08,119.60000000000001
2023-01-30,Store A,North,Bananas,Produce,19,56.050000000000004,28.5
2023-01-30,Store A,North,Chicken,Meat,16,87.68,64.16
2023-01-30,Store A,South,Beef,Meat,10,61.8,39.0
2023-01-30,Store B,North,Milk,Dairy,24,104.64000000000001,66.96000000000001
2023-01-30,Store B,North,Bread,Bakery,13,50.57,27.95
2023-01-30,Store B,East,Eggs,Dairy,21,41.37,27.720000000000002
2023-01-30,Store B,East,Butter,Dairy,24,174.24,116.64000000000001
2023-01-30,Store B,East,Apples,Produce,28,117.60000000000001,85.12
2023-01-30,Store B,North,Bananas,Produce,20,69.80000000000001,42.199999999999996
2023-01-30,Store B,East,Chicken,Meat,18,33.300000000000004,23.04
2023-01-30,Store B,East,Beef,Meat,21,88.2,66.57
2023-01-30,Store C,South,Milk,Dairy,21,94.08000000000001,72.87
2023-01-30,Store C,South,Bread,Bakery,19,116.28,70.3
2023-01-30,Store C,North,Eggs,Dairy,24,65.03999999999999,38.64
2023-01-30,Store C,East,Butter,Dairy,29,92.51,50.75
2023-01-30,Store C,North,Apples,Produce,15,41.699999999999996,33.0
2023-01-30,Store C,North,Bananas,Produce,27,41.58,21.6
2023-01-30,Store C,North,Chicken,Meat,21,177.45,128.94
2023-01-30,Store C,East,Beef,Meat,22,108.24,82.94
2023-01-31,Store A,South,Milk,Dairy,17,40.97,25.84
2023-01-31,Store A,South,Bread,Bakery,15,77.25,57.9
2023-01-31,Store A,South,Eggs,Dairy,15,37.35,26.25
2023-01-31,Store A,North,Butter,Dairy,17,88.23,48.45
2023-01-31,Store A,East,Apples,Produce,18,33.839999999999996,19.080000000000002
2023-01-31,Store A,South,Bananas,Produce,25,177.0,136.25
2023-01-31,Store A,North,Chicken,Meat,12,97.56,51.72
2023-01-31,Store A,North,Beef,Meat,19,186.77,105.45
2023-01-31,Store B,East,Milk,Dairy,23,203.32,115.22999999999999
2023-01-31,Store B,South,Bread,Bakery,15,60.3,47.1
2023-01-31,Store B,East,Eggs,Dairy,19,33.63,24.7
2023-01-31,Store B,South,Butter,Dairy,14,24.22,15.959999999999999
2023-01-31,Store B,South,Apples,Produce,16,58.4,39.36
2023-01-31,Store B,North,Bananas,Produce,24,46.56,30.96
2023-01-31,Store B,South,Chicken,Meat,12,67.19999999999999,50.519999999999996
2023-01-31,Store B,North,Beef,Meat,15,96.0,69.9
2023-01-31,Store C,South,Milk,Dairy,19,179.17,95.95
2023-01-31,Store C,South,Bread,Bakery,12,79.32000000000001,61.92
2023-01-31,Store C,North,Eggs,Dairy,19,134.52,106.39999999999999
2023-01-31,Store C,East,Butter,Dairy,28,95.2,54.32
2023-01-31,Store C,South,Apples,Produce,22,99.22,66.0
2023-01-31,Store C,North,Bananas,Produce,21,77.07,40.949999999999996
2023-01-31,Store C,South,Chicken,Meat,20,77.2,43.6
2023-01-31,Store C,North,Beef,Meat,15,127.94999999999999,65.55
2023-02-01,Store A,East,Milk,Dairy,16,120.64,63.84
2023-02-01,Store A,South,Bread,Bakery,16,151.04,117.12
2023-02-01,Store A,South,Eggs,Dairy,17,38.76,23.12
2023-02-01,Store A,North,Butter,Dairy,22,169.84,126.94
2023-02-01,Store A,North,Apples,Produce,22,209.44,119.68
2023-02-01,Store A,North,Bananas,Produce,27,234.35999999999999,151.2
2023-02-01,Store A,East,Chicken,Meat,17,72.42,37.06
2023-02-01,Store A,North,Beef,Meat,25,185.5,110.75
2023-02-01,Store B,South,Milk,Dairy,23,165.6,122.82
2023-02-01,Store B,South,Bread,Bakery,14,94.64,60.199999999999996
2023-02-01,Store B,East,Eggs,Dairy,22,55.44,43.339999999999996
2023-02-01,Store B,South,Butter,Dairy,19,176.51,129.39
2023-02-01,Store B,North,Apples,Produce,15,119.10000000000001,91.65
2023-02-01,Store B,East,Bananas,Produce,23,191.82,98.89999999999999
2023-02-01,Store B,North,Chicken,Meat,21,73.29,37.17
2023-02-01,Store B,South,Beef,Meat,30,112.5,65.7
2023-02-01,Store C,North,Milk,Dairy,28,54.04,27.72
2023-02-01,Store C,North,Bread,Bakery,24,86.64,61.44
2023-02-01,Store C,East,Eggs,Dairy,21,42.629999999999995,28.14
2023-02-01,Store C,North,Butter,Dairy,17,79.73,53.04
2023-02-01,Store C,South,Apples,Produce,16,135.2,105.28
2023-02-01,Store C,South,Bananas,Produce,18,39.78,22.32
2023-02-01,Store C,East,Chicken,Meat,22,174.9,125.62
2023-02-01,Store C,North,Beef,Meat,19,54.53,36.67
2023-02-02,Store A,South,Milk,Dairy,24,66.48,38.64
2023-02-02,Store A,North,Bread,Bakery,19,37.62,19.19
2023-02-02,Store A,South,Eggs,Dairy,18,64.8,51.300000000000004
2023-02-02,Store A,South,Butter,Dairy,18,45.72,24.3
2023-02-02,Store A,South,Apples,Produce,16,136.32,95.68
2023-02-02,Store A,South,Bananas,Produce,19,147.63,89.87
2023-02-02,Store A,East,Chicken,Meat,20,58.8,35.6
2023-02-02,Store A,South,Beef,Meat,21,83.16,53.34
2023-02-02,Store B,South,Milk,Dairy,19,128.44,89.87
2023-02-02,Store B,East,Bread,Bakery,17,39.95,27.200000000000003
2023-02-02,Store B,North,Eggs,Dairy,25,226.5,180.75
2023-02-02,Store B,East,Butter,Dairy,22,181.06,123.19999999999999
2023-02-02,Store B,North,Apples,Produce,22,93.72,65.78
2023-02-02,Store B,South,Bananas,Produce,29,44.95,22.62
2023-02-02,Store B,North,Chicken,Meat,14,76.16000000000001,59.64
2023-02-02,Store B,North,Beef,Meat,22,73.92,38.28
2023-02-02,Store C,South,Milk,Dairy,21,39.48,28.35
2023-02-02,Store C,South,Bread,Bakery,15,75.0,40.35
2023-02-02,Store C,South,Eggs,Dairy,17,116.79,73.27
2023-02-02,Store C,North,Butter,Dairy,17,165.07000000000002,85.0
2023-02-02,Store C,South,Apples,Produce,21,120.75,62.790000000000006
2023-02-02,Store C,South,Bananas,Produce,25,207.50000000000003,157.5
2023-02-02,Store C,North,Chicken,Meat,14,55.86,36.68
2023-02-02,Store C,North,Beef,Meat,22,209.88,123.64
2023-02-03,Store A,South,Milk,Dairy,17,121.21,83.64
2023-02-03,Store A,East,Bread,Bakery,19,139.08,107.16
2023-02-03,Store A,North,Eggs,Dairy,21,55.440000000000005,29.189999999999998
2023-02-03,Store A,East,Butter,Dairy,19,79.99,61.37
2023-02-03,Store A,East,Apples,Produce,23,57.5,28.75
2023-02-03,Store A,North,Bananas,Produce,17,46.919999999999995,24.82
2023-02-03,Store A,North,Chicken,Meat,31,181.97,95.48
2023-02-03,Store A,East,Beef,Meat,18,178.38,101.34
2023-02-03,Store B,South,Milk,Dairy,20,43.8,32.8
2023-02-03,Store B,South,Bread,Bakery,19,169.67,135.47
2023-02-03,Store B,South,Eggs,Dairy,19,105.45,62.699999999999996
2023-02-03,Store B,East,Butter,Dairy,22,91.96,49.72
2023-02-03,Store B,North,Apples,Produce,23,57.96,38.87
2023-02-03,Store B,East,Bananas,Produce,24,238.79999999999998,126.0
2023-02-03,Store B,North,Chicken,Meat,15,58.8,37.2
2023-02-03,Store B,South,Beef,Meat,24,82.08,54.72
2023-02-03,Store C,East,Milk,Dairy,13,84.24000000000001,55.77
2023-02-03,Store C,East,Bread,Bakery,20,38.199999999999996,22.400000000000002
2023-02-03,Store C,North,Eggs,Dairy,23,94.76,64.86
2023-02-03,Store C,North,Butter,Dairy,24,228.0,150.24
2023-02-03,Store C,North,Apples,Produce,17,136.34,96.9
2023-02-03,Store C,North,Bananas,Produce,28,115.08000000000001,70.28
2023-02-03,Store C,South,Chicken,Meat,16,103.52,81.92
2023-02-03,Store C,East,Beef,Meat,25,53.75,29.5
2023-02-04,Store A,North,Milk,Dairy,19,93.29,49.78
2023-02-04,Store A,South,Bread,Bakery,19,135.09,85.5
2023-02-04,Store A,South,Eggs,Dairy,29,278.69,151.96
2023-02-04,Store A,North,Butter,Dairy,17,41.650000000000006,31.62
2023-02-04,Store A,East,Apples,Produce,14,40.32,28.979999999999997
2023-02-04,Store A,North,Bananas,Produce,23,42.78,25.99
2023-02-04,Store A,East,Chicken,Meat,21,174.93,115.91999999999999
2023-02-04,Store A,North,Beef,Meat,22,60.72,33.44
2023-02-04,Store B,North,Milk,Dairy,14,72.52,49.28
2023-02-04,Store B,South,Bread,Bakery,20,109.80000000000001,71.39999999999999
2023-02-04,Store B,South,Eggs,Dairy,12,82.32000000000001,61.67999999999999
2023-02-04,Store B,South,Butter,Dairy,17,123.58999999999999,73.78
2023-02-04,Store B,South,Apples,Produce,34,259.76,132.94
